scenario,ev,alg,seed,tl,rt,ttt,eff,imp
od500k,vehev1,tpn,12811,237.09,13809.18,1458.00,1220.91,84.9817569108369
od500k,vehev2,tpn2,227,313.89,16688.09,1208.00,894.11,64.97896886052506
od500k,vehev3,kapusta,22760,212.79,13256.80,945.00,732.21,78.19215987701769
od500k,vehev2,kapusta2,17651,1290.43,19446.59,2185.00,894.5699999999999,9.551412350178733
od500k,vehev2,tpn2,22760,148.35,17022.58,1042.00,893.65,88.19292450953083
od500k,vehev2,tpn2,27548,232.19,19552.04,1126.00,893.81,80.10351416893032
od500k,vehev2,no-preemption,12837,1898.72,20226.25,2794.00,895.28,
od500k,vehev3,kapusta2,16993,278.44,14789.71,1011.00,732.56,71.5025535529696
od500k,vehev1,allgreen,227,111.04,20750.22,1332.00,1220.96,92.97633053752831
od500k,vehev3,allgreen,11718,58.54,22031.63,790.00,731.46,94.00616380148873
od500k,vehev1,allgreen,22737,98.32,16814.08,1319.00,1220.68,93.8146016168098
od500k,vehev1,kapusta2,22760,291.40,19369.45,1513.00,1221.6,75.92789934987154
od500k,vehev1,tpn2,32668,387.08,21340.84,1608.00,1220.92,67.98504623426463
od500k,vehev2,tpn,21907,104.69,20304.74,999.00,894.31,96.23085092977625
od500k,vehev2,allgreen,22570,99.26,15673.28,994.00,894.74,93.83734719092055
od500k,vehev2,tpn,12811,111.30,15708.17,1006.00,894.7,91.69043317256723
od500k,vehev1,tpn,21907,235.97,16570.95,1457.00,1221.03,80.49415576900822
od500k,vehev3,no-preemption,10280,975.19,21106.29,1707.00,731.81,
od500k,vehev3,tpn2,22737,174.18,14640.41,905.00,730.8199999999999,82.1602687533287
od500k,vehev1,kapusta,21907,122.00,15273.63,1342.00,1220.0,89.91518838758742
od500k,vehev3,tpn,2094,83.66,20551.42,815.00,731.34,91.42494003812959
od500k,vehev3,kapusta2,21907,542.30,15339.91,1274.00,731.7,44.42508710801394
od500k,vehev3,kapusta,12811,148.62,18772.13,880.00,731.38,84.75739208024369
od500k,vehev1,tpn,16993,230.52,14608.02,1451.00,1220.48,80.9685781747932
od500k,vehev2,kapusta2,20276,2016.20,19292.61,2910.00,893.8,-7.414944965956671
od500k,vehev3,no-preemption,12837,977.72,16971.23,1708.00,730.28,
od500k,vehev3,allgreen,12837,91.74,15418.81,823.00,731.26,90.61694554678232
od500k,vehev2,tpn2,14368,196.46,18242.01,1092.00,895.54,87.90434793316176
od500k,vehev3,allgreen,27548,90.74,17591.95,821.00,730.26,90.69123289357599
od500k,vehev1,no-preemption,22570,1211.18,23071.16,2433.00,1221.82,
od500k,vehev2,kapusta2,227,1919.70,21718.89,2814.00,894.3,-114.18290954936464
od500k,vehev2,no-preemption,17651,1426.70,20350.71,2322.00,895.3,
od500k,vehev3,kapusta2,6325,692.73,20413.76,1425.00,732.27,29.099115696389088
od500k,vehev3,tpn2,24847,109.43,15189.34,842.00,732.5699999999999,88.78779495691555
od500k,vehev2,no-preemption,31737,5932.31,32065.70,6827.00,894.6899999999996,
od500k,vehev2,tpn2,24847,210.23,13622.84,1105.00,894.77,83.25220868817067
od500k,vehev2,tpn,30366,103.53,14464.27,999.00,895.47,93.2224804425387
od500k,vehev1,tpn,10105,232.90,13210.42,1456.00,1223.1,80.75111162536986
od500k,vehev3,tpn2,11718,80.20,14575.73,811.00,730.8,91.78842393029375
od500k,vehev2,tpn,30616,101.22,13280.39,995.00,893.78,94.04356985653254
od500k,vehev3,no-preemption,32668,975.67,21069.12,1707.00,731.33,
od500k,vehev1,no-preemption,6479,1580.03,23941.75,2801.00,1220.97,
od500k,vehev3,kapusta2,32556,616.38,19993.42,1348.00,731.62,36.85084061593944
od500k,vehev1,tpn2,30366,187.56,17087.76,1407.00,1219.44,84.54502756285072
od500k,vehev3,tpn2,4771,103.74,16000.39,834.00,730.26,89.37677924099371
od500k,vehev3,tpn2,27422,231.05,16219.60,962.00,730.95,81.46959987809474
od500k,vehev1,tpn2,2094,270.50,16265.56,1493.00,1222.5,77.70046907331228
od500k,vehev2,kapusta2,11718,4698.68,24183.79,5593.00,894.3199999999997,-272.5267581067153
od500k,vehev3,no-preemption,15239,975.41,22953.15,1707.00,731.59,
od500k,vehev1,tpn2,25029,401.25,18657.78,1621.00,1219.75,74.64615190193354
od500k,vehev2,tpn2,27226,160.61,19354.01,1056.00,895.39,88.83955249808908
od500k,vehev1,tpn2,22737,288.82,18421.63,1510.00,1221.18,81.83007769494512
od500k,vehev1,tpn2,10105,218.89,16279.86,1439.00,1220.1100000000001,81.90902028199746
od500k,vehev1,no-preemption,17651,1213.14,19789.33,2433.00,1219.86,
od500k,vehev2,no-preemption,2094,1254.84,22406.59,2150.00,895.1600000000001,
od500k,vehev3,tpn2,21907,124.99,15820.47,857.00,732.01,87.19102275056365
od500k,vehev2,allgreen,27422,106.36,15935.47,1002.00,895.64,93.40497169395994
od500k,vehev3,kapusta2,24847,359.71,12616.52,1092.00,732.29,63.14408959108187
od500k,vehev1,no-preemption,14368,1302.01,23040.68,2523.00,1220.99,
od500k,vehev3,kapusta2,22760,491.41,15537.03,1223.00,731.5899999999999,49.637714578529334
od500k,vehev1,tpn2,11718,382.86,19100.25,1604.00,1221.1399999999999,75.88982090228973
od500k,vehev1,no-preemption,32668,1209.06,15735.20,2431.00,1221.94,
od500k,vehev3,no-preemption,17651,975.62,18536.32,1707.00,731.38,
od500k,vehev3,tpn2,25029,77.48,15888.54,808.00,730.52,92.05455570937804
od500k,vehev3,allgreen,30366,95.68,18320.66,827.00,731.3199999999999,90.19581723724524
od500k,vehev3,allgreen,22737,94.89,14324.23,827.00,732.11,90.28124871973453
od500k,vehev2,no-preemption,6479,1433.13,23641.16,2327.00,893.8699999999999,
od500k,vehev1,allgreen,27422,332.61,19441.70,1553.00,1220.3899999999999,78.88217292478825
od500k,vehev1,kapusta2,31737,303.19,21611.54,1525.00,1221.81,80.83356512504109
od500k,vehev2,kapusta2,32556,1371.83,21673.84,2266.00,894.1700000000001,-39.878457883413375
od500k,vehev3,kapusta,30366,266.94,19840.39,998.00,731.06,72.6470678648646
od500k,vehev3,allgreen,22760,92.00,18624.41,824.00,732.0,90.5713553676659
od500k,vehev1,allgreen,10280,354.09,21017.37,1576.00,1221.91,70.76873544999752
od500k,vehev3,allgreen,31737,57.03,12370.85,788.00,730.97,95.42328403245351
od500k,vehev2,allgreen,27226,87.94,17809.30,983.00,895.06,93.88923632826072
od500k,vehev3,no-preemption,22737,976.36,16512.98,1708.00,731.64,
od500k,vehev1,allgreen,11718,382.72,30998.15,1603.00,1220.28,75.89863724527066
od500k,vehev3,no-preemption,16993,977.07,20745.50,1708.00,730.93,
od500k,vehev1,kapusta2,27422,440.68,18198.68,1661.00,1220.32,72.02067275336186
od500k,vehev2,tpn,11718,372.62,22734.76,1267.00,894.38,70.45746452073259
od500k,vehev3,tpn2,10280,301.90,15959.16,1033.00,731.1,69.0419302905075
od500k,vehev3,no-preemption,16250,976.15,21435.00,1707.00,730.85,
od500k,vehev3,no-preemption,31737,1246.09,23987.38,1977.00,730.9100000000001,
od500k,vehev3,kapusta2,22737,363.81,13562.28,1094.00,730.19,62.738129378507935
od500k,vehev2,allgreen,10280,97.54,17485.37,992.00,894.46,90.9636656723055
od500k,vehev1,tpn,11718,231.01,24371.21,1452.00,1220.99,85.45240434267866
od500k,vehev3,kapusta,20276,400.70,12901.93,1131.00,730.3,58.981655884038986
od500k,vehev1,kapusta2,227,144.41,20825.73,1365.00,1220.59,90.8655609953572
od500k,vehev3,tpn,11718,58.49,20540.34,790.00,731.51,94.01128323794117
od500k,vehev3,kapusta2,31737,751.70,14958.80,1483.00,731.3,39.675304352013086
od500k,vehev2,no-preemption,14368,1624.22,22011.32,2519.00,894.78,
od500k,vehev3,kapusta2,10280,507.54,20852.14,1239.00,731.46,47.95475753442919
od500k,vehev3,tpn2,2094,158.60,12830.72,890.00,731.4,83.74367069145774
od500k,vehev3,no-preemption,21907,975.80,21332.44,1707.00,731.2,
