scenario,ev,alg,metric,seed,value
od1500k,vehev1,no-preemption,rt,30616,68175.33
od1500k,vehev1,no-preemption,ttt,30616,3252.00
od1500k,vehev1,kapusta2,tl,27226,6521.61
od1500k,vehev1,kapusta2,rt,27226,97933.46
od1500k,vehev1,kapusta2,ttt,27226,7744.00
od1500k,vehev2,kapusta2,tl,2094,15361.05
od1500k,vehev2,kapusta2,rt,2094,133274.88
od1500k,vehev2,kapusta2,ttt,2094,16255.00
od1500k,vehev1,allgreen,tl,22570,209.70
od1500k,vehev1,allgreen,rt,22570,51743.56
od1500k,vehev1,allgreen,ttt,22570,1429.00
od1500k,vehev1,tpn,tl,30366,1222.89
od1500k,vehev1,tpn,rt,30366,51306.30
od1500k,vehev1,tpn,ttt,30366,2443.00
od1500k,vehev3,tpn2,tl,10105,237.06
od1500k,vehev3,tpn2,rt,10105,42653.58
od1500k,vehev3,tpn2,ttt,10105,969.00
od1500k,vehev2,tpn,tl,22760,3107.36
od1500k,vehev2,tpn,rt,22760,78780.20
od1500k,vehev2,tpn,ttt,22760,4002.00
od1500k,vehev2,allgreen,tl,22760,88412.34
od1500k,vehev2,allgreen,rt,22760,554631.93
od1500k,vehev2,allgreen,ttt,22760,89307.00
od1500k,vehev1,kapusta,tl,12811,1776.13
od1500k,vehev1,kapusta,rt,12811,63934.43
od1500k,vehev1,kapusta,ttt,12811,2999.00
od1500k,vehev1,tpn2,tl,227,252.89
od1500k,vehev1,tpn2,rt,227,54723.39
od1500k,vehev1,tpn2,ttt,227,1473.00
od1500k,vehev3,no-preemption,tl,27226,977.68
od1500k,vehev3,no-preemption,rt,27226,50740.09
od1500k,vehev3,no-preemption,ttt,27226,1709.00
od1500k,vehev1,tpn2,tl,27226,3631.29
od1500k,vehev1,tpn2,rt,27226,82052.85
od1500k,vehev1,tpn2,ttt,27226,4853.00
od1500k,vehev1,allgreen,tl,17651,480.80
od1500k,vehev1,allgreen,rt,17651,47528.21
od1500k,vehev1,allgreen,ttt,17651,1703.00
od1500k,vehev1,no-preemption,tl,22737,3732.34
od1500k,vehev1,no-preemption,rt,22737,66468.54
od1500k,vehev1,no-preemption,ttt,22737,4953.00
od1500k,vehev1,tpn,tl,2094,140.79
od1500k,vehev1,tpn,rt,2094,55834.96
od1500k,vehev1,tpn,ttt,2094,1361.00
od1500k,vehev2,no-preemption,tl,32556,9759.86
od1500k,vehev2,no-preemption,rt,32556,112054.69
od1500k,vehev2,no-preemption,ttt,32556,10654.00
od1500k,vehev2,kapusta,tl,30366,1598.87
od1500k,vehev2,kapusta,rt,30366,62151.95
od1500k,vehev2,kapusta,ttt,30366,2493.00
od1500k,vehev2,no-preemption,tl,25029,3700.88
od1500k,vehev2,no-preemption,rt,25029,75526.73
od1500k,vehev2,no-preemption,ttt,25029,4596.00
od1500k,vehev3,tpn,tl,30616,99.48
od1500k,vehev3,tpn,rt,30616,48140.63
od1500k,vehev3,tpn,ttt,30616,831.00
od1500k,vehev2,tpn2,tl,30366,681.11
od1500k,vehev2,tpn2,rt,30366,52596.57
od1500k,vehev2,tpn2,ttt,30366,1576.00
od1500k,vehev2,tpn,tl,20276,5731.26
od1500k,vehev2,tpn,rt,20276,92343.29
od1500k,vehev2,tpn,ttt,20276,6627.00
od1500k,vehev3,tpn2,tl,17651,77.41
od1500k,vehev3,tpn2,rt,17651,37596.25
od1500k,vehev3,tpn2,ttt,17651,808.00
od1500k,vehev1,kapusta2,tl,21907,3355.64
od1500k,vehev1,kapusta2,rt,21907,66468.10
od1500k,vehev1,kapusta2,ttt,21907,4576.00
od1500k,vehev3,kapusta2,tl,16250,692.98
od1500k,vehev3,kapusta2,rt,16250,51521.59
od1500k,vehev3,kapusta2,ttt,16250,1424.00
od1500k,vehev3,kapusta2,tl,12811,2341.19
od1500k,vehev3,kapusta2,rt,12811,58890.57
od1500k,vehev3,kapusta2,ttt,12811,3072.00
od1500k,vehev2,kapusta2,tl,21907,56335.82
od1500k,vehev2,kapusta2,rt,21907,303868.88
od1500k,vehev2,kapusta2,ttt,21907,57230.00
od1500k,vehev3,no-preemption,tl,27548,1249.71
od1500k,vehev3,no-preemption,rt,27548,60892.98
od1500k,vehev3,no-preemption,ttt,27548,1982.00
od1500k,vehev3,allgreen,tl,6479,1609.06
od1500k,vehev3,allgreen,rt,6479,53155.01
od1500k,vehev3,allgreen,ttt,6479,2341.00
od1500k,vehev3,allgreen,tl,25029,937.79
od1500k,vehev3,allgreen,rt,25029,48784.80
od1500k,vehev3,allgreen,ttt,25029,1670.00
od1500k,vehev1,no-preemption,tl,11718,3641.83
od1500k,vehev1,no-preemption,rt,11718,73648.92
od1500k,vehev1,no-preemption,ttt,11718,4863.00
od1500k,vehev2,allgreen,tl,32556,313.84
od1500k,vehev2,allgreen,rt,32556,55626.48
od1500k,vehev2,allgreen,ttt,32556,1207.00
od1500k,vehev2,no-preemption,tl,6325,30397.45
od1500k,vehev2,no-preemption,rt,6325,221865.95
od1500k,vehev2,no-preemption,ttt,6325,31292.00
od1500k,vehev2,kapusta2,tl,27548,18209.24
od1500k,vehev2,kapusta2,rt,27548,155262.54
od1500k,vehev2,kapusta2,ttt,27548,19104.00
od1500k,vehev1,allgreen,tl,30616,264.70
od1500k,vehev1,allgreen,rt,30616,47572.27
od1500k,vehev1,allgreen,ttt,30616,1485.00
od1500k,vehev1,allgreen,tl,10105,2059.43
od1500k,vehev1,allgreen,rt,10105,76008.98
od1500k,vehev1,allgreen,ttt,10105,3280.00
od1500k,vehev3,tpn2,tl,12811,143.68
od1500k,vehev3,tpn2,rt,12811,41355.65
od1500k,vehev3,tpn2,ttt,12811,874.00
od1500k,vehev3,no-preemption,tl,6479,3195.98
od1500k,vehev3,no-preemption,rt,6479,67090.62
od1500k,vehev3,no-preemption,ttt,6479,3927.00
od1500k,vehev1,tpn2,tl,15239,2182.81
od1500k,vehev1,tpn2,rt,15239,66584.68
od1500k,vehev1,tpn2,ttt,15239,3404.00
od1500k,vehev2,tpn2,tl,17651,2583.13
od1500k,vehev2,tpn2,rt,17651,66075.97
od1500k,vehev2,tpn2,ttt,17651,3478.00
od1500k,vehev2,tpn2,tl,10105,1655.59
od1500k,vehev2,tpn2,rt,10105,53670.82
od1500k,vehev2,tpn2,ttt,10105,2551.00
od1500k,vehev1,no-preemption,tl,32556,4728.61
od1500k,vehev1,no-preemption,rt,32556,79578.79
od1500k,vehev1,no-preemption,ttt,32556,5950.00
od1500k,vehev2,no-preemption,tl,20276,7287.69
od1500k,vehev2,no-preemption,rt,20276,100734.03
od1500k,vehev2,no-preemption,ttt,20276,8182.00
od1500k,vehev1,kapusta2,tl,25029,1588.49
od1500k,vehev1,kapusta2,rt,25029,53663.37
od1500k,vehev1,kapusta2,ttt,25029,2809.00
od1500k,vehev3,kapusta,tl,10105,1147.23
od1500k,vehev3,kapusta,rt,10105,46830.38
od1500k,vehev3,kapusta,ttt,10105,1879.00
od1500k,vehev3,allgreen,tl,21907,158.31
od1500k,vehev3,allgreen,rt,21907,51364.88
od1500k,vehev3,allgreen,ttt,21907,889.00
od1500k,vehev3,no-preemption,tl,2094,3101.14
od1500k,vehev3,no-preemption,rt,2094,65305.94
od1500k,vehev3,no-preemption,ttt,2094,3833.00
od1500k,vehev1,tpn2,tl,27422,417.59
od1500k,vehev1,tpn2,rt,27422,45813.22
od1500k,vehev1,tpn2,ttt,27422,1638.00
od1500k,vehev1,allgreen,tl,24847,1005.26
od1500k,vehev1,allgreen,rt,24847,57242.91
od1500k,vehev1,allgreen,ttt,24847,2226.00
od1500k,vehev2,allgreen,tl,24847,344.13
od1500k,vehev2,allgreen,rt,24847,50253.08
od1500k,vehev2,allgreen,ttt,24847,1239.00
od1500k,vehev1,no-preemption,tl,16993,2659.13
od1500k,vehev1,no-preemption,rt,16993,69020.68
od1500k,vehev1,no-preemption,ttt,16993,3880.00
od1500k,vehev2,kapusta2,tl,32668,2676.07
od1500k,vehev2,kapusta2,rt,32668,79409.47
od1500k,vehev2,kapusta2,ttt,32668,3571.00
od1500k,vehev3,no-preemption,tl,30366,2885.79
od1500k,vehev3,no-preemption,rt,30366,68391.24
od1500k,vehev3,no-preemption,ttt,30366,3618.00
od1500k,vehev3,kapusta2,tl,30616,953.93
od1500k,vehev3,kapusta2,rt,30616,51324.84
od1500k,vehev3,kapusta2,ttt,30616,1685.00
od1500k,vehev3,no-preemption,tl,22760,979.91
od1500k,vehev3,no-preemption,rt,22760,54253.75
od1500k,vehev3,no-preemption,ttt,22760,1712.00
od1500k,vehev1,kapusta2,tl,16250,2747.00
od1500k,vehev1,kapusta2,rt,16250,76414.65
od1500k,vehev1,kapusta2,ttt,16250,3969.00
od1500k,vehev2,kapusta2,tl,6479,12692.40
od1500k,vehev2,kapusta2,rt,6479,121570.37
od1500k,vehev2,kapusta2,ttt,6479,13588.00
od1500k,vehev1,allgreen,tl,4771,116.83
od1500k,vehev1,allgreen,rt,4771,51961.69
od1500k,vehev1,allgreen,ttt,4771,1338.00
od1500k,vehev2,allgreen,tl,31737,8659.96
od1500k,vehev2,allgreen,rt,31737,109012.00
od1500k,vehev2,allgreen,ttt,31737,9554.00
od1500k,vehev1,allgreen,tl,15239,1599.09
od1500k,vehev1,allgreen,rt,15239,66005.78
od1500k,vehev1,allgreen,ttt,15239,2820.00
od1500k,vehev1,allgreen,tl,20276,357.51
od1500k,vehev1,allgreen,rt,20276,61580.88
od1500k,vehev1,allgreen,ttt,20276,1578.00
od1500k,vehev2,allgreen,tl,2094,3602.33
od1500k,vehev2,allgreen,rt,2094,83290.13
od1500k,vehev2,allgreen,ttt,2094,4496.00
od1500k,vehev2,kapusta2,tl,4771,21649.36
od1500k,vehev2,kapusta2,rt,4771,169676.16
od1500k,vehev2,kapusta2,ttt,4771,22544.00
od1500k,vehev1,no-preemption,tl,21907,2757.96
od1500k,vehev1,no-preemption,rt,21907,71912.70
od1500k,vehev1,no-preemption,ttt,21907,3979.00
od1500k,vehev2,kapusta2,tl,30616,48913.96
od1500k,vehev2,kapusta2,rt,30616,419062.79
od1500k,vehev2,kapusta2,ttt,30616,49808.00
od1500k,vehev1,no-preemption,tl,12837,3106.94
od1500k,vehev1,no-preemption,rt,12837,65735.68
od1500k,vehev1,no-preemption,ttt,12837,4329.00
od1500k,vehev3,tpn2,tl,20276,890.95
od1500k,vehev3,tpn2,rt,20276,46511.06
od1500k,vehev3,tpn2,ttt,20276,1622.00
od1500k,vehev1,kapusta2,tl,17651,4762.92
od1500k,vehev1,kapusta2,rt,17651,71631.39
od1500k,vehev1,kapusta2,ttt,17651,5984.00
od1500k,vehev1,kapusta2,tl,30616,2805.52
od1500k,vehev1,kapusta2,rt,30616,64670.82
od1500k,vehev1,kapusta2,ttt,30616,4027.00
od1500k,vehev2,kapusta,tl,20276,36676.11
od1500k,vehev2,kapusta,rt,20276,269967.60
od1500k,vehev2,kapusta,ttt,20276,37570.00
od1500k,vehev1,tpn2,tl,22760,481.44
od1500k,vehev1,tpn2,rt,22760,51109.42
od1500k,vehev1,tpn2,ttt,22760,1703.00
od1500k,vehev2,no-preemption,tl,15239,14108.14
od1500k,vehev2,no-preemption,rt,15239,130921.69
od1500k,vehev2,no-preemption,ttt,15239,15002.00
od1500k,vehev2,kapusta2,tl,27422,9410.12
od1500k,vehev2,kapusta2,rt,27422,109426.23
od1500k,vehev2,kapusta2,ttt,27422,10305.00
od1500k,vehev2,kapusta2,tl,12811,17339.10
od1500k,vehev2,kapusta2,rt,12811,134154.87
od1500k,vehev2,kapusta2,ttt,12811,18233.00
od1500k,vehev3,kapusta2,tl,17651,934.73
od1500k,vehev3,kapusta2,rt,17651,43880.72
od1500k,vehev3,kapusta2,ttt,17651,1666.00
od1500k,vehev2,kapusta2,tl,22570,4348.04
od1500k,vehev2,kapusta2,rt,22570,86086.70
od1500k,vehev2,kapusta2,ttt,22570,5243.00
od1500k,vehev1,kapusta2,tl,22570,1998.27
od1500k,vehev1,kapusta2,rt,22570,64443.06
od1500k,vehev1,kapusta2,ttt,22570,3220.00
od1500k,vehev2,tpn2,tl,16993,9633.87
od1500k,vehev2,tpn2,rt,16993,97372.85
od1500k,vehev2,tpn2,ttt,16993,10530.00
od1500k,vehev2,no-preemption,tl,16250,3768.18
od1500k,vehev2,no-preemption,rt,16250,70059.73
od1500k,vehev2,no-preemption,ttt,16250,4663.00
od1500k,vehev3,kapusta2,tl,14368,1386.67
od1500k,vehev3,kapusta2,rt,14368,55922.01
od1500k,vehev3,kapusta2,ttt,14368,2118.00
od1500k,vehev1,no-preemption,tl,27548,1392.40
od1500k,vehev1,no-preemption,rt,27548,62074.25
od1500k,vehev1,no-preemption,ttt,27548,2614.00
od1500k,vehev1,kapusta,tl,30616,1225.76
od1500k,vehev1,kapusta,rt,30616,49359.17
od1500k,vehev1,kapusta,ttt,30616,2448.00
od1500k,vehev3,kapusta,tl,11718,21016.39
od1500k,vehev3,kapusta,rt,11718,142986.46
od1500k,vehev3,kapusta,ttt,11718,21748.00
od1500k,vehev1,tpn,tl,22760,237.31
od1500k,vehev1,tpn,rt,22760,55252.80
od1500k,vehev1,tpn,ttt,22760,1457.00
od1500k,vehev1,no-preemption,tl,12811,2392.59
od1500k,vehev1,no-preemption,rt,12811,51484.41
od1500k,vehev1,no-preemption,ttt,12811,3614.00
od1500k,vehev2,no-preemption,tl,30366,7615.40
od1500k,vehev2,no-preemption,rt,30366,106889.81
od1500k,vehev2,no-preemption,ttt,30366,8509.00
od1500k,vehev3,kapusta2,tl,30366,1066.15
od1500k,vehev3,kapusta2,rt,30366,46008.65
od1500k,vehev3,kapusta2,ttt,30366,1798.00
od1500k,vehev1,allgreen,tl,30366,324.43
od1500k,vehev1,allgreen,rt,30366,58318.39
od1500k,vehev1,allgreen,ttt,30366,1545.00
od1500k,vehev2,tpn,tl,10105,2202.92
od1500k,vehev2,tpn,rt,10105,69292.09
od1500k,vehev2,tpn,ttt,10105,3099.00
od1500k,vehev3,no-preemption,tl,22570,2418.01
od1500k,vehev3,no-preemption,rt,22570,69528.55
od1500k,vehev3,no-preemption,ttt,22570,3149.00
od1500k,vehev1,tpn2,tl,16993,1561.89
od1500k,vehev1,tpn2,rt,16993,52661.20
od1500k,vehev1,tpn2,ttt,16993,2783.00
od1500k,vehev1,allgreen,tl,6325,1208.21
od1500k,vehev1,allgreen,rt,6325,64687.40
od1500k,vehev1,allgreen,ttt,6325,2430.00
od1500k,vehev1,tpn,tl,30616,398.06
od1500k,vehev1,tpn,rt,30616,44032.88
od1500k,vehev1,tpn,ttt,30616,1619.00
od1500k,vehev2,tpn2,tl,11718,54932.64
od1500k,vehev2,tpn2,rt,11718,346575.84
od1500k,vehev2,tpn2,ttt,11718,55827.00
od1500k,vehev3,allgreen,tl,16250,326.53
od1500k,vehev3,allgreen,rt,16250,47954.40
od1500k,vehev3,allgreen,ttt,16250,1058.00
od1500k,vehev2,no-preemption,tl,22737,44955.33
od1500k,vehev2,no-preemption,rt,22737,307679.81
od1500k,vehev2,no-preemption,ttt,22737,45850.00
od1500k,vehev3,allgreen,tl,27226,95.63
od1500k,vehev3,allgreen,rt,27226,48383.03
od1500k,vehev3,allgreen,ttt,27226,827.00
od1500k,vehev1,kapusta2,tl,12837,2657.61
od1500k,vehev1,kapusta2,rt,12837,65249.03
od1500k,vehev1,kapusta2,ttt,12837,3879.00
od1500k,vehev2,kapusta2,tl,30366,5994.72
od1500k,vehev2,kapusta2,rt,30366,86057.51
od1500k,vehev2,kapusta2,ttt,30366,6889.00
od1500k,vehev1,tpn2,tl,12811,198.65
od1500k,vehev1,tpn2,rt,12811,48388.70
od1500k,vehev1,tpn2,ttt,12811,1419.00
od1500k,vehev3,no-preemption,tl,12811,7223.28
od1500k,vehev3,no-preemption,rt,12811,99357.65
od1500k,vehev3,no-preemption,ttt,12811,7955.00
od1500k,vehev3,tpn2,tl,22570,147.71
od1500k,vehev3,tpn2,rt,22570,42478.40
od1500k,vehev3,tpn2,ttt,22570,878.00
od1500k,vehev3,no-preemption,tl,25029,1537.73
od1500k,vehev3,no-preemption,rt,25029,50011.45
od1500k,vehev3,no-preemption,ttt,25029,2269.00
od1500k,vehev1,kapusta2,tl,27548,1778.03
od1500k,vehev1,kapusta2,rt,27548,61643.01
od1500k,vehev1,kapusta2,ttt,27548,2999.00
od1500k,vehev2,allgreen,tl,20276,19732.23
od1500k,vehev2,allgreen,rt,20276,186242.94
od1500k,vehev2,allgreen,ttt,20276,20629.00
od1500k,vehev1,allgreen,tl,31737,207.08
od1500k,vehev1,allgreen,rt,31737,52516.63
od1500k,vehev1,allgreen,ttt,31737,1428.00
od1500k,vehev2,kapusta2,tl,27226,5004.39
od1500k,vehev2,kapusta2,rt,27226,90056.07
od1500k,vehev2,kapusta2,ttt,27226,5900.00
od1500k,vehev2,allgreen,tl,12837,19449.40
od1500k,vehev2,allgreen,rt,12837,158438.50
od1500k,vehev2,allgreen,ttt,12837,20343.00
od1500k,vehev2,tpn2,tl,22570,1840.01
od1500k,vehev2,tpn2,rt,22570,63070.53
od1500k,vehev2,tpn2,ttt,22570,2734.00
od1500k,vehev1,no-preemption,tl,27226,4812.90
od1500k,vehev1,no-preemption,rt,27226,87749.08
od1500k,vehev1,no-preemption,ttt,27226,6033.00
od1500k,vehev3,tpn,tl,20276,644.94
od1500k,vehev3,tpn,rt,20276,53973.68
od1500k,vehev3,tpn,ttt,20276,1377.00
od1500k,vehev1,tpn2,tl,6325,3754.44
od1500k,vehev1,tpn2,rt,6325,78451.85
od1500k,vehev1,tpn2,ttt,6325,4976.00
od1500k,vehev1,kapusta2,tl,22737,3558.49
od1500k,vehev1,kapusta2,rt,22737,62272.28
od1500k,vehev1,kapusta2,ttt,22737,4779.00
od1500k,vehev2,tpn2,tl,10280,1195.05
od1500k,vehev2,tpn2,rt,10280,51034.86
od1500k,vehev2,tpn2,ttt,10280,2089.00
od1500k,vehev3,tpn2,tl,16250,104.81
od1500k,vehev3,tpn2,rt,16250,43737.83
od1500k,vehev3,tpn2,ttt,16250,836.00
od1500k,vehev1,kapusta2,tl,32668,3435.14
od1500k,vehev1,kapusta2,rt,32668,58087.54
od1500k,vehev1,kapusta2,ttt,32668,4657.00
od1500k,vehev1,no-preemption,tl,30366,1666.58
od1500k,vehev1,no-preemption,rt,30366,56577.06
od1500k,vehev1,no-preemption,ttt,30366,2888.00
od1500k,vehev3,allgreen,tl,24847,113.82
od1500k,vehev3,allgreen,rt,24847,45377.92
od1500k,vehev3,allgreen,ttt,24847,845.00
od1500k,vehev1,no-preemption,tl,25029,3287.02
od1500k,vehev1,no-preemption,rt,25029,67402.58
od1500k,vehev1,no-preemption,ttt,25029,4508.00
od1500k,vehev1,allgreen,tl,6479,231.18
od1500k,vehev1,allgreen,rt,6479,58923.74
od1500k,vehev1,allgreen,ttt,6479,1452.00
od1500k,vehev2,no-preemption,tl,10280,2747.03
od1500k,vehev2,no-preemption,rt,10280,72819.46
od1500k,vehev2,no-preemption,ttt,10280,3641.00
od1500k,vehev2,tpn2,tl,4771,3305.43
od1500k,vehev2,tpn2,rt,4771,67939.40
od1500k,vehev2,tpn2,ttt,4771,4201.00
od1500k,vehev2,kapusta2,tl,6325,67507.44
od1500k,vehev2,kapusta2,rt,6325,370679.00
od1500k,vehev2,kapusta2,ttt,6325,68403.00
od1500k,vehev2,allgreen,tl,25029,2535.00
od1500k,vehev2,allgreen,rt,25029,65889.02
od1500k,vehev2,allgreen,ttt,25029,3429.00
od1500k,vehev2,allgreen,tl,30366,588.51
od1500k,vehev2,allgreen,rt,30366,56384.88
od1500k,vehev2,allgreen,ttt,30366,1483.00
od1500k,vehev3,kapusta2,tl,20276,1104.75
od1500k,vehev3,kapusta2,rt,20276,53900.25
od1500k,vehev3,kapusta2,ttt,20276,1836.00
od1500k,vehev3,kapusta2,tl,27226,2249.36
od1500k,vehev3,kapusta2,rt,27226,54578.05
od1500k,vehev3,kapusta2,ttt,27226,2982.00
od1500k,vehev2,tpn2,tl,15239,836.13
od1500k,vehev2,tpn2,rt,15239,54229.22
od1500k,vehev2,tpn2,ttt,15239,1731.00
od1500k,vehev3,allgreen,tl,15239,108.51
od1500k,vehev3,allgreen,rt,15239,42398.67
od1500k,vehev3,allgreen,ttt,15239,840.00
od1500k,vehev2,kapusta2,tl,10280,8742.06
od1500k,vehev2,kapusta2,rt,10280,108470.58
od1500k,vehev2,kapusta2,ttt,10280,9637.00
od1500k,vehev2,kapusta,tl,11718,64406.68
od1500k,vehev2,kapusta,rt,11718,449355.85
od1500k,vehev2,kapusta,ttt,11718,65302.00
od1500k,vehev2,kapusta2,tl,14368,4820.29
od1500k,vehev2,kapusta2,rt,14368,83039.75
od1500k,vehev2,kapusta2,ttt,14368,5715.00
od1500k,vehev3,tpn,tl,22760,179.44
od1500k,vehev3,tpn,rt,22760,43072.57
od1500k,vehev3,tpn,ttt,22760,910.00
od1500k,vehev3,kapusta2,tl,15239,1006.26
od1500k,vehev3,kapusta2,rt,15239,55780.46
od1500k,vehev3,kapusta2,ttt,15239,1738.00
od1500k,vehev2,tpn2,tl,6325,2918.39
od1500k,vehev2,tpn2,rt,6325,75229.83
od1500k,vehev2,tpn2,ttt,6325,3812.00
od1500k,vehev1,tpn2,tl,24847,3657.80
od1500k,vehev1,tpn2,rt,24847,80464.76
od1500k,vehev1,tpn2,ttt,24847,4879.00
od1500k,vehev1,allgreen,tl,27226,1532.47
od1500k,vehev1,allgreen,rt,27226,59768.50
od1500k,vehev1,allgreen,ttt,27226,2752.00
od1500k,vehev1,tpn2,tl,22570,382.36
od1500k,vehev1,tpn2,rt,22570,51446.69
od1500k,vehev1,tpn2,ttt,22570,1604.00
od1500k,vehev2,tpn2,tl,21907,6320.92
od1500k,vehev2,tpn2,rt,21907,85367.17
od1500k,vehev2,tpn2,ttt,21907,7215.00
od1500k,vehev3,tpn2,tl,27226,188.86
od1500k,vehev3,tpn2,rt,27226,49052.50
od1500k,vehev3,tpn2,ttt,27226,921.00
od1500k,vehev1,tpn2,tl,4771,2197.27
od1500k,vehev1,tpn2,rt,4771,63181.01
od1500k,vehev1,tpn2,ttt,4771,3418.00
od1500k,vehev3,allgreen,tl,4771,829.22
od1500k,vehev3,allgreen,rt,4771,52061.48
od1500k,vehev3,allgreen,ttt,4771,1561.00
od1500k,vehev1,no-preemption,tl,2094,2024.05
od1500k,vehev1,no-preemption,rt,2094,65802.29
od1500k,vehev1,no-preemption,ttt,2094,3245.00
od1500k,vehev3,tpn2,tl,31737,107.13
od1500k,vehev3,tpn2,rt,31737,42131.08
od1500k,vehev3,tpn2,ttt,31737,839.00
od1500k,vehev3,kapusta2,tl,6479,960.49
od1500k,vehev3,kapusta2,rt,6479,48682.65
od1500k,vehev3,kapusta2,ttt,6479,1692.00
od1500k,vehev1,kapusta2,tl,20276,3169.91
od1500k,vehev1,kapusta2,rt,20276,63548.27
od1500k,vehev1,kapusta2,ttt,20276,4392.00
od1500k,vehev2,kapusta,tl,21907,52335.08
od1500k,vehev2,kapusta,rt,21907,338560.56
od1500k,vehev2,kapusta,ttt,21907,53231.00
od1500k,vehev1,kapusta,tl,20276,2914.86
od1500k,vehev1,kapusta,rt,20276,74808.51
od1500k,vehev1,kapusta,ttt,20276,4137.00
od1500k,vehev3,no-preemption,tl,11718,1965.10
od1500k,vehev3,no-preemption,rt,11718,61960.44
od1500k,vehev3,no-preemption,ttt,11718,2697.00
od1500k,vehev2,allgreen,tl,4771,14211.24
od1500k,vehev2,allgreen,rt,4771,144810.08
od1500k,vehev2,allgreen,ttt,4771,15105.00
od1500k,vehev1,tpn2,tl,12837,1222.98
od1500k,vehev1,tpn2,rt,12837,50933.02
od1500k,vehev1,tpn2,ttt,12837,2444.00
od1500k,vehev2,allgreen,tl,14368,38013.74
od1500k,vehev2,allgreen,rt,14368,296333.40
od1500k,vehev2,allgreen,ttt,14368,38907.00
od1500k,vehev1,tpn2,tl,27548,259.71
od1500k,vehev1,tpn2,rt,27548,55771.52
od1500k,vehev1,tpn2,ttt,27548,1481.00
od1500k,vehev2,allgreen,tl,22737,671.50
od1500k,vehev2,allgreen,rt,22737,53327.07
od1500k,vehev2,allgreen,ttt,22737,1566.00
od1500k,vehev3,allgreen,tl,6325,127.30
od1500k,vehev3,allgreen,rt,6325,42641.94
od1500k,vehev3,allgreen,ttt,6325,858.00
od1500k,vehev1,no-preemption,tl,24847,4561.68
od1500k,vehev1,no-preemption,rt,24847,83503.10
od1500k,vehev1,no-preemption,ttt,24847,5782.00
od1500k,vehev2,allgreen,tl,30616,1659.64
od1500k,vehev2,allgreen,rt,30616,58044.14
od1500k,vehev2,allgreen,ttt,30616,2554.00
od1500k,vehev1,no-preemption,tl,15239,2392.87
od1500k,vehev1,no-preemption,rt,15239,70713.18
od1500k,vehev1,no-preemption,ttt,15239,3615.00
od1500k,vehev2,tpn2,tl,25029,1077.97
od1500k,vehev2,tpn2,rt,25029,55984.44
od1500k,vehev2,tpn2,ttt,25029,1972.00
od1500k,vehev2,tpn2,tl,16250,296.78
od1500k,vehev2,tpn2,rt,16250,46617.97
od1500k,vehev2,tpn2,ttt,16250,1190.00
od1500k,vehev1,allgreen,tl,25029,241.19
od1500k,vehev1,allgreen,rt,25029,50184.95
od1500k,vehev1,allgreen,ttt,25029,1463.00
od1500k,vehev3,tpn2,tl,6325,240.10
od1500k,vehev3,tpn2,rt,6325,42737.81
od1500k,vehev3,tpn2,ttt,6325,971.00
od1500k,vehev2,kapusta2,tl,15239,30717.09
od1500k,vehev2,kapusta2,rt,15239,187643.00
od1500k,vehev2,kapusta2,ttt,15239,31611.00
od1500k,vehev2,kapusta2,tl,31737,13983.17
od1500k,vehev2,kapusta2,rt,31737,145381.75
od1500k,vehev2,kapusta2,ttt,31737,14878.00
od1500k,vehev2,kapusta,tl,10105,24160.72
od1500k,vehev2,kapusta,rt,10105,156536.80
od1500k,vehev2,kapusta,ttt,10105,25055.00
od1500k,vehev3,tpn2,tl,15239,190.14
od1500k,vehev3,tpn2,rt,15239,45249.81
od1500k,vehev3,tpn2,ttt,15239,922.00
od1500k,vehev2,tpn2,tl,31737,2124.81
od1500k,vehev2,tpn2,rt,31737,54412.49
od1500k,vehev2,tpn2,ttt,31737,3019.00
od1500k,vehev2,kapusta2,tl,24847,42298.51
od1500k,vehev2,kapusta2,rt,24847,332621.53
od1500k,vehev2,kapusta2,ttt,24847,43193.00
od1500k,vehev2,tpn,tl,2094,11291.42
od1500k,vehev2,tpn,rt,2094,126795.21
od1500k,vehev2,tpn,ttt,2094,12186.00
od1500k,vehev1,kapusta,tl,22760,2360.22
od1500k,vehev1,kapusta,rt,22760,69242.76
od1500k,vehev1,kapusta,ttt,22760,3581.00
od1500k,vehev2,no-preemption,tl,11718,34070.06
od1500k,vehev2,no-preemption,rt,11718,210682.47
od1500k,vehev2,no-preemption,ttt,11718,34965.00
od1500k,vehev2,no-preemption,tl,16993,11717.67
od1500k,vehev2,no-preemption,rt,16993,121135.29
od1500k,vehev2,no-preemption,ttt,16993,12612.00
od1500k,vehev2,tpn2,tl,30616,2490.05
od1500k,vehev2,tpn2,rt,30616,65973.27
od1500k,vehev2,tpn2,ttt,30616,3385.00
od1500k,vehev2,no-preemption,tl,21907,20173.69
od1500k,vehev2,no-preemption,rt,21907,147956.53
od1500k,vehev2,no-preemption,ttt,21907,21068.00
od1500k,vehev2,kapusta2,tl,22760,28520.52
od1500k,vehev2,kapusta2,rt,22760,183022.73
od1500k,vehev2,kapusta2,ttt,22760,29416.00
od1500k,vehev1,kapusta2,tl,12811,3391.90
od1500k,vehev1,kapusta2,rt,12811,67029.97
od1500k,vehev1,kapusta2,ttt,12811,4613.00
od1500k,vehev1,kapusta,tl,10105,994.56
od1500k,vehev1,kapusta,rt,10105,42683.72
